CID,SMILES
100003964,COC1=CC=C(C=C1)[C@H]2[C@H]([C@]2(CO)N)S(=O)(=O)C3=CC=CC=C3
100003998,COC[C@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C(=O)O
100004004,CC(C)C1=NOC(=N1)[C@@H]2CCCN(C2)C(=O)CN(C)CC3=CC=CC=N3
100004030,CCS(=O)(=O)NC1=CC=C(C=C1)C(=O)N[C@@H](C)C2=NN=C(O2)C(C)C
100004031,CC1=CC2=C(C=C1)C=C(C(=O)N2)[C@H]3CC(=O)OC4=C3C(=O)OC(=C4)C
100004032,C1CN(C[C@@H]1NC(=O)NC2=CC=CS2)C3=CC=CC=N3
100004033,C1CCN(C1)C(=O)C2=CC=CC=C2NC(=O)/C(=C/C3=CC=CO3)/C4=CC=CC=C4
100004034,CCS(=O)(=O)NC1=CC=C(C=C1)C(=O)N[C@H](C)C2=NN=C(O2)C(C)C
100004036,C1=CC=C(C=C1)CNC(=O)C2=CC=CC=C2NC(=O)/C(=C/C3=CC=CO3)/C4=CC=CC=C4
100004042,C1=CC=C(C=C1)/C(=C\C2=CC=CO2)/C(=O)NC3=CC=CC=C3C(=O)N
100004043,COC[C@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)N
100004044,COC1=CC=CC(=C1OC)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OCC4=CC=C(O4)C(=O)OC
100004046,C1CN(CCN1C(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4
100004048,COC(=O)C[C@H](C1=CC=CC=C1)C2=C(C(=CNC2=O)C(=O)OC)O
100004051,COC(=O)C[C@@H](C1=CC=CC=C1)C2=C(C(=CNC2=O)C(=O)OC)O
100004053,CCOC[C@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)N
100004054,C1CCN([C@@H](C1)C2=CN=CC=C2)C(=O)COC3=CC4=C(CCC(=O)N4)C=C3
100004057,CCOC[C@@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)N
100004058,CC[C@H]1CCCCN1CC(=O)N(C)CC2=NC=CN=C2
100004060,CCOC1=C(C=C(C=C1)CNC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3)OCC
100004062,COC(=O)C[C@@H](C1=CC=C(C=C1)C(=O)OC)C2=C(C(=O)C=C(O2)CN3C[C@@H]4C[C@H](C3)C5=CC=CC(=O)N5C4)O
100004064,C1CC(=O)NN=C1C(=O)N[C@H](C2CC(C2)O)C3=CC=C(C=C3)F
100004075,CC(C)(C)OC(=O)N[C@@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C=O
100004086,COC[C@@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C(=S)N
100004091,COC[C@@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C(=S)N
100004095,C1CN2C(=CC(=N2)[C@H](CO)O)CN1CC3=CC=C(C=C3)OC4=CC=CC=C4
100004101,C[C@@H](COC1=CC=C(C=C1)OC)NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
100004107,CCOC[C@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C(=S)N
100004112,COC1=CC=C(C=C1)[C@@H]2[C@@H]([C@@H]2S(=O)(=O)C3=CC=CC=C3)C(=S)N
100004114,CC1=CC(=O)OC2=C3[C@@H](CC(=O)OC3=C(C(=C12)O)C(=O)C)CC(C)C
100004120,COC1=CC=C(C=C1)[C@H]2[C@H]([C@@H]2S(=O)(=O)C3=CC=CC=C3)C(=S)N
100004121,CC(C)C1CCC(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N3CCCC[C@H]3C4=CN=CC=C4
100004138,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@@H](C2(C#N)C#N)C3=CC=C(C=C3)OC
100004139,CCOC1=CC=C(C=C1)CCCNC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
100004140,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C(=O)C4=CC(=NN4)C5=CSC=C5
100004159,CC1=CC=C(C=C1)OC[C@@H](C)NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
100004160,CC1=CC2=C([C@H](CC(=O)O2)C3=CC4=CC5=C(C=C4NC3=O)OCCO5)C(=O)N1CCC6=CC=C(C=C6)O
100004163,CC1=CC(=C(C(=O)O1)[C@H](CC(=O)OC)C2=CC(=C(C=C2)OC)OC)O
100004168,CC1CCN(CC1)C2=CC=C(C=C2)[C@H](C)NC(=O)/C(=C/C3=CC=CO3)/C4=CC=CC=C4
100004170,CC[C@@H](C1CC(C1)O)NC(=O)C2=CC=C(C=C2)N(C)CCO
100004171,CN1C2=CC=CC=C2C=C1C(=O)N3CCCC[C@H]3C4=CN=CC=C4
100004173,C[C@@H]1CCCN(C1)C2=CC=C(C=C2)[C@@H](C)NC(=O)/C(=C/C3=CC=CO3)/C4=CC=CC=C4
100004174,C[C@@H](C1CCN(CC1)C(=O)CN2C=CC(=O)C=C2)N3CCCC3
100004178,C[C@H](C1CCN(CC1)C(=O)CN2C=CC(=O)C=C2)N3CCCC3
100004184,CC1=CC2=C([C@H](CC(=O)O2)C3=CC=C(C=C3)OC)C(=O)O1
100004189,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@H]([C@]2(C#N)C(=O)O)C3=CC=C(C=C3)OC
100004192,CC1(C[C@@H](C2=C(O1)C=CC(=C2)OC)NC(=O)/C(=C/C3=CC=CO3)/C4=CC=CC=C4)C
100004195,CC1(C[C@H](C2=C(O1)C=CC(=C2)OC)NC(=O)/C(=C/C3=CC=CO3)/C4=CC=CC=C4)C
100004196,COC1=NC=C(C=C1)[C@H](C2CC(C2)O)NC(=O)C3=NN4C=CC=NC4=C3
100004197,C1[C@H](C2=C(C=CC3=C2O/C(=C/C4=CN=CC=C4)/C3=O)OC1=O)C5=CC6=CC=CC=C6NC5=O
100004201,C1[C@H]2C[C@H]([C@@H]1C=C2)CNC(=O)CCC3=NC(=NO3)C4=CC=NC=C4
100004205,C1[C@@H]2C[C@H]([C@@H]1C=C2)CNC(=O)CCC3=NC(=NO3)C4=CC=NC=C4
100004211,CC1=C(C=C(C=C1)[C@H](C)NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3)C
100004212,CC1=CC=C(C=C1)S(=O)(=O)[C@@H]2[C@@H]([C@@]2(C#N)N)C3=CC=C(C=C3)OC
100004235,C1CCN([C@@H](C1)C2=CN=CC=C2)C(=O)CC3=CSC(=N3)N4C=CC=C4
100004236,CC[C@H](C1=CC=C(C=C1)S(=O)(=O)C)NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
100004240,CCOC[C@@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)OC)C#N
100004248,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@@H]([C@@H]2C3=CC=C(C=C3)OC)C#N
100004253,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@H]([C@@H]2C3=CC=C(C=C3)OC)C#N
100004259,CCOC(=O)C1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)OC)C(=O)OCC
100004264,CC[C@H](C1CC(C1)O)NC(=O)C2=CC=CC(=C2)C3=CC=C(O3)C
100004271,CCOC(=O)[C@@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)OC)CN
100004272,CN1C=C(C=N1)[C@H](C2CC(C2)O)NC(=O)CN3CCCCCC3
100004274,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)OC)CN
100004409,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@@H]([C@@]2(CO)N)C3=CC=C(C=C3)OC
100004411,CC1=CC(=O)OC2=C3[C@@H](CC(=O)OC3=C(C(=C12)O)C(=O)C)C4=CC5=C(C=C4)N=CC=C5
100004419,C[C@H](C1=CC=CC=C1N2C=CC=N2)NC(=O)CSC3=CC=CC=N3
100004421,COC1=CC(=CC2=C1OCCO2)[C@H](CC(=O)OC)C3=C(C(=CNC3=O)C(=O)OC)O
100004422,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@@H]([C@@H]2C3=CC=C(C=C3)OC)CO
100004425,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@H]([C@H]2C3=CC=C(C=C3)OC)CO
100004428,COC(=O)C[C@@H](C1=CC=C(C=C1)O)C2=C(C(=CNC2=O)C(=O)OC)O
100004432,COC1=CC=C(C=C1)CSCC(=O)NC2=CC=CC=C2C(=O)NC3CCCCC3
100004436,COC1=CC=C(C=C1)CSCC(=O)NC2=CC=CC=C2C(=O)N3CCCC3
100004440,COC1=CC=C(C=C1)CSCC(=O)NC2=CC=CC=C2C(=O)NCC3=CC=CC=C3
100004443,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@H]([C@]2(COC)C(=O)O)C3=CC=C(C=C3)OC
100004449,CC(=C)COC1=CC=CC=C1[C@@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)/C(=C/C5=CN=CC=C5)/O4
100004450,COC1=CC=C(C=C1)CSCC(=O)NCC2=C(C(=C(C=C2)OC)OC)OC
100004451,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@@H]([C@@]2(COC)C(=O)O)C3=CC=C(C=C3)OC
100004454,CCOC1=C(C=C(C=C1)CNC(=O)CSCC2=CC=C(C=C2)OC)OCC
100004463,CC1=CC=C(C=C1)S(=O)(=O)[C@@H]2[C@@H]([C@H]2C(=O)O)C3=CC=C(C=C3)OC
100004473,CC1=CC=C(C=C1)S(=O)(=O)[C@H]2[C@H]([C@]2(COC)N)C3=CC=C(C=C3)OC
100004485,C1C(CC1O)[C@H](C2=CC=CS2)NC(=O)C3=C(C=NC=C3)F
100004493,C[C@H](COC1=CC=C(C=C1)OC)NC(=O)CSCC2=CC=C(C=C2)OC
100004497,C1CC1[C@H](C2=NN3CCN(CC3=C2)C(=O)C4=C5C(=CC=C4)OCCO5)O
100004499,COC1=CC(=CC(=C1OC)OC)[C@H](CC(=O)OC)C2=C(C(=O)C(=C(C2=O)O)[C@@H](CC(=O)OC)C3=CC(=C(C(=C3)OC)OC)OC)O
100004506,CC1=CC=C(C=C1)S(=O)(=O)[C@@H]2[C@@H]([C@@H]2N)C3=CC=C(C=C3)OC
100004509,CN1C=CC2=C(C=CC=C21)C(=O)N3CCCC[C@H]3C4=CN=CC=C4
100004510,C1CN(C[C@@H]1O)C2=NC=NC(=C2)C3CC(C3)NC(=O)CC4=CC=CS4
100004513,C1CCN([C@@H](C1)C2=CN=CC=C2)C(=O)CC[C@H]3C(=O)N(C(=O)N3)CC4=CC=CO4
100004536,CCCOC1=CC=CC=C1CCCNC(=O)CSCC2=CC=C(C=C2)OC
100004539,C1C[C@](NC1=O)(CCC(=O)NCC2=CC3=C(N2)C=CC(=C3)F)CCC(=O)O
100004542,COC1=CC=C(C=C1)CSCC(=O)NCCCC2=CC(=C(C=C2)OC)OC
100004543,C1C[C@@](NC1=O)(CCC(=O)NCC2=CC3=C(N2)C=CC(=C3)F)CCC(=O)O
100004547,CC1=CC=CC=C1OC[C@H](C)NC(=O)CSCC2=CC=C(C=C2)OC
100004568,C[C@@H]1CCCN(C1)C2=CC=C(C=C2)[C@@H](C)NC(=O)CSCC3=CC=C(C=C3)OC
100004583,COC1=CC2=C(C=C1)NC(=O)C(=C2)[C@H]3CC(=O)OC4=C3C5=C(C=C4)C(=O)/C(=C/C6=C(C(=CC=C6)OC)OC)/O5
100004585,COC1=CC=C(C=C1)[C@H]2[C@H](C2(C#N)C#N)S(=O)(=O)C3=CC=C(C=C3)Cl
100004594,CC1(C[C@@H](C2=C(O1)C=C(C=C2)OC)NC(=O)CSCC3=CC=C(C=C3)OC)C
100004595,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@]2(C=O)C#N)S(=O)(=O)C3=CC=C(C=C3)Cl
100004599,C1[C@@H](C2=C(C=CC3=C2OC=C(C3=O)Cl)OC1=O)C4=CC=C(C=C4)C(=O)O
100004601,CCOC(=O)[C@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)C#N
100004603,CCOC(=O)[C@@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)C#N
100004607,CC[C@@H](C1=CC(=C(C=C1)C)C)NC(=O)CSCC2=CC=C(C=C2)OC
100004609,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)C#N
100004616,CC1=C(SC=N1)CCC(=O)N[C@H](C2CC(C2)O)C3=CN(N=C3)C
100004623,CC[C@@H](C1=CC(=C(C=C1)OC)OC)NC(=O)CSCC2=CC=C(C=C2)OC
100004631,COC1=CC=C(C=C1)CSCC(=O)NCC2=NC(=NO2)C3=CC=CC=C3
100004634,CC1=CC(=CC=C1)C2=NOC(=N2)CNC(=O)CSCC3=CC=C(C=C3)OC
100004635,CC1=CC2=C([C@@H](CC(=O)O2)C3=CC4=C(C=C(C=C4)OC)NC3=O)C(=O)O1
100004638,CC1=CC2=C([C@H](CC(=O)O2)C3=CC4=C(C=C(C=C4)OC)NC3=O)C(=O)O1
100004639,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@]2(C#N)N)S(=O)(=O)C3=CC=C(C=C3)Cl
100004649,C1CC1C2=C(N=CO2)C(=O)N[C@H](C3CC(C3)O)C4=CC=CC=N4
100004666,COC1=CC=CC(=C1OC)/C=C\2/C(=O)C3=C(O2)C4=C(C=C3)OC(=O)C[C@H]4C5=CC=NC6=CC=CC=C56
100004673,CN(CC1=NC(=NO1)C2=CC(=CC=C2)OC)C(=O)CSCC3=CC=C(C=C3)OC
100004678,CN(CC1=NC(=NO1)C2=CC=C(C=C2)OC)C(=O)CSCC3=CC=C(C=C3)OC
100004679,C1[C@@H](C2=C(C=CC3=C2O/C(=C\C4=CN=CC=C4)/C3=O)OC1=O)C5=CC=NC=C5
100004680,COC1=CC=C(C=C1)[C@H]2[C@H]([C@@H]2S(=O)(=O)C3=CC=C(C=C3)Cl)C#N
100004689,COC1=CC=C(C=C1)CCOC2=C(C=CC(=C2)[C@@H](CC(=O)OC)C3=C(C4=CC=CC=C4OC3=O)O)OC
100004691,CCOC(=O)C1([C@@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)C(=O)OCC
100004695,CC1=CC2=C([C@@H](CC(=O)O2)CC(C)C)C(=O)N1CCC3=CC=C(C=C3)O
100004724,COC1=CC=CC=C1CCCNC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
100004725,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)N
100004727,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)N
100004730,CC1=CC(=NC(=O)N1CCNC(=O)[C@H]2CC3=C(N2)C=CC(=C3)Cl)C
100004735,CSCC[C@@H](CO)NC(=O)C1=C(N(N=C1)C2=CC=CC=C2Br)N3C=CC=C3
100004736,CCCOC1=CC=CC=C1CCCNC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
100004737,COC1=CC=C(C=C1)[C@@H]2[C@H](C2(CN)CN)S(=O)(=O)C3=CC=C(C=C3)Cl
100004739,COC1=CC=C(C=C1)[C@H]2[C@H](C2(CN)CN)S(=O)(=O)C3=CC=C(C=C3)Cl
100004740,CC1=CC=C(C=C1)OC[C@@H](C)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl
100004745,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@@]2(CN)CO)S(=O)(=O)C3=CC=C(C=C3)Cl
100004746,CC1CCN(CC1)C2=CC=C(C=C2)[C@@H](C)NC(=O)C3=C(C=C(C=C3)[N+](=O)[O-])Cl
100004747,CC(C)[C@@H](C1=NC2=CC=CC=C2N1C)NC(=O)[C@H]3CC(=O)N(C3)C4=CC=CC=C4F
100004748,CC1=CC(=C(C(=O)N1CCC2=CC=C(C=C2)O)[C@H](CC(=O)OC)C3=COC4=CC=CC=C4C3=O)O
100004756,C1CCC2(CC1)CC(=O)C3=C(O2)C4=C(C=C3)OC(=O)C[C@H]4C5=CN=CC=C5
100004763,COC1=C(C=C(C=C1)NC(=O)C[C@@H]2C3=C(C(=C(C=C3)OC)OC)C(=O)O2)N4CCCS4(=O)=O
100004768,COC1=C(C=C(C=C1)NC(=O)C[C@H]2C3=C(C(=C(C=C3)OC)OC)C(=O)O2)N4CCCS4(=O)=O
100004771,COC1=CC=C(C=C1)[C@@H]2[C@@H]([C@]2(CN)N)S(=O)(=O)C3=CC=C(C=C3)Cl
100004775,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@]2(CN)N)S(=O)(=O)C3=CC=C(C=C3)Cl
100004782,COC1=CC=C(C=C1)[C@H]2[C@H]([C@]2(CN)N)S(=O)(=O)C3=CC=C(C=C3)Cl
100004786,CC(C)(C)OC(=O)N[C@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)CN
100004810,CC1=CC2=C([C@@H](CC(=O)O2)C3=CC(=C(C=C3)OC)OC)C(=O)N1CCC4=CC=C(C=C4)O
100004811,COC[C@@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)CN
100004819,C1=CC(=CN=C1)/C=C\2/C(=O)C3=C(O2)C(=C(C=C3)O)[C@H](CC(=O)O)C4=CN=CC=C4
100004829,CC[C@H](C1CC(C1)O)NS(=O)(=O)C2=CC3=C(C=C2)OC(=O)N3C
100004834,COC1=CC(=C(C=C1/C=C/2\C(=O)C3=C(O2)C4=C(C=C3)OC(=O)C[C@H]4C5=CC=C(C=C5)SC)OC)OC
100004845,COC1=CC=C(C=C1)[C@@H]2[C@@H](C2(CO)CO)S(=O)(=O)C3=CC=C(C=C3)Cl
100004865,COC1=C(C2=C(C=C1)[C@@H](OC2=O)CC(=O)NC3=CC(=C(C=C3)N4CCCS4(=O)=O)OC)OC
100004868,CCOC1=C(C=C(C=C1)CNC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl)OCC
100004870,C[C@@H](CC(=O)N1CCC2=C(C1)C=NN2)N3CCOCC3
100004885,CC1=CC2=C([C@H](CC(=O)O2)C3=CC(=C(C=C3OC)OC)OC)C(=O)N1CCC4=CC=C(C=C4)O
100004889,C1COCCN1CC2=CC(=O)C(=C(O2)[C@H](CC(=O)N)C3=CC=C(C=C3)O)O
100004891,C1COCCN1CC2=CC(=O)C(=C(O2)[C@@H](CC(=O)N)C3=CC=C(C=C3)O)O
100004894,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@@H]2S(=O)(=O)C3=CC=C(C=C3)Cl)CO
100004895,C1CCN([C@@H](C1)C2=CN=CC=C2)C(=O)C[C@H]3C(=O)N(C(=O)N3)CCC4=CC=CC=C4
100004896,C1CCC(C1)C(=O)N[C@@H](C2CC(C2)O)C3=CC4=C(C=C3)OCC4
100004900,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@]2(C(=O)O)N)S(=O)(=O)C3=CC=C(C=C3)Cl
100004906,COC1=CC=C(C=C1)[C@H]2[C@H]([C@]2(C(=O)O)N)S(=O)(=O)C3=CC=C(C=C3)Cl
100004908,CCN1C=CC2=C1C=CC(=C2)C(=O)N[C@H](C3CC(C3)O)C4=CC=CC=N4
100004909,CCOC1=CC=C(C=C1)CCCNC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
100004911,COC[C@@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)C(=O)O
100004913,COCCN1C=C(C2=CC=CC=C21)CCC(=O)N3CCCC4=C[C@H]5C[C@@H]([C@H]43)CN6[C@H]5CCCC6
100004914,CCOC(=O)C1=CNC(=O)C2=C1OC(=O)C[C@H]2C3=CC4=C(C(=C3)Cl)OCO4
100004915,CCCOC1=CC=CC=C1CCCNC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
100004917,COCCN1C=C(C2=CC=CC=C21)CCC(=O)N3CCCC4=C[C@H]5C[C@@H]([C@@H]43)CN6[C@H]5CCCC6
100004920,COC[C@]1([C@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)C(=O)O
100004923,CC1=CC=CC=C1OC[C@H](C)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
100004927,CC1=CC=C(C=C1)OC[C@@H](C)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
100004932,COC1=CC=CC(=C1OC)/C=C\2/C(=O)C3=C(O2)C4=C(C=C3)OC(=O)C[C@H]4C5=CC=CC=C5OCCC6=CC7=C(C=C6)OCC7
100004934,CS(=O)(=O)C[C@H](C1=NN2CCN(CC2=C1)CC3=CC4=C(C=C3)OCC4)O
100004943,COC[C@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)N
100004946,CC[C@@H](C)[C@@H](CO)NC(=O)[C@H]1CC(=O)N(C1)CCC2=CC=CC=C2
100004976,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@H]2S(=O)(=O)C3=CC=C(C=C3)Cl)N
100004989,C1CCN([C@@H](C1)C2=CN=CC=C2)C(=O)C3=CC(=NN3)C4=CSC=C4
100004991,CC[C@H](C1=C(C=C(C=C1)C)C)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
100004993,CC[C@@H](C1=C(C=C(C=C1)C)C)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
100004999,CC[C@H](C1=CC(=C(C=C1)OC)OC)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
100005002,CCOC(=O)CC1=C(C(=O)NN1)[C@@H](CC(=O)N)C2=CC3=C(C=C2)N(C(=O)N3C)C
100005029,CC1=CC(=O)OC2=C3[C@H](CC(=O)OC3=C(C(=C12)O)C(=O)C)C4=CC5=C(C=C4)OCCO5
100005032,COC1=CC=C(C=C1)[C@@H]2[C@@H]([C@@H]2S(=O)(=O)C3=CC=C(C=C3)Cl)C(=S)N
100005035,CN(CC1=NC(=NO1)C2=C(C=C(C=C2)OC)OC)C(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl
100005038,CN(CC1=NC(=NO1)C2=CC=CC=C2Cl)C(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl
100005039,CC1=CC2=C([C@H](CC(=O)O2)C3=CC4=C(C=C3)OCO4)C(=O)O1
100005040,COC1=CC=C(C=C1)[C@H]2[C@H]([C@@H]2S(=O)(=O)C3=CC=C(C=C3)Cl)C(=S)N
100005051,CN1CCN(CC1)CC2=C(C=CC3=C2C(=CO3)C(=O)C4=CC=C(C=C4)OC)O
100005052,CC1=CC=C(C=C1)CS(=O)(=O)N[C@@H](C2CC(C2)O)C3=CC=CC=N3
100005064,CS(=O)(=O)[C@H]1[C@H](C1(C#N)C#N)C2=CC3=C(C=C2)OCO3
100005070,CC1=CC(=O)C=C(O1)C(=O)NC[C@@H]2CCCN(C2)CCO
100005071,CC1CCN(CC1)C2=CC=C(C=C2)[C@H](C)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC
100005073,CS(=O)(=O)[C@@H]1[C@H]([C@@]1(C=O)C#N)C2=CC3=C(C=C2)OCO3
100005076,CN1C=C(C=N1)[C@@H](CC(=O)OC)C2=C(C(=O)C=C(O2)CN3CCCCC3)O
100005077,CS(=O)(=O)[C@H]1[C@H]([C@@]1(C=O)C#N)C2=CC3=C(C=C2)OCO3
100005090,CC1=CC2=C(C=C1)OC(C[C@@H]2NC(=O)C3=CC(=C(C(=C3)OC)OC)OC)(C)C
100005095,CC1=CC2=C(C=C1)[C@@H](CC(O2)(C)C)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC
100005106,CS(=O)(=O)[C@@H]1[C@@H]([C@@]1(CO)C#N)C2=CC3=C(C=C2)OCO3
100005152,CC(C)C1=CC=C(C=C1)CCCNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
100005155,COC1=CC(=CC(=C1OC)OC)C(=O)NCCCN2CCCC3=CC=CC=C32
100005161,CC1=C(C=CC(=C1)C(=O)NC2=CC=CC=C2C(=O)C3=CC=CC=C3)[N+](=O)[O-]
100005184,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC3=C(C=C2)OCO3)N
100005193,CS(=O)(=O)[C@@H]1[C@@H](C1(CN)CN)C2=CC3=C(C=C2)OCO3
100005195,CC1=CC2=C(C=C1)[C@@H](CC(O2)(C)C)NC(=O)C3=CC(=C(C=C3)[N+](=O)[O-])C
100005203,CS(=O)(=O)[C@@H]1[C@@H]([C@@]1(CN)CO)C2=CC3=C(C=C2)OCO3
100005206,CS(=O)(=O)[C@H]1[C@@H]([C@@]1(CN)CO)C2=CC3=C(C=C2)OCO3
100005210,CCN(CC)CC1=CC(=C(O1)C)C(=O)N2CCC[C@H](C2)C3=NC=NC=C3
100005212,CC[C@H](C1=CC(=C(C=C1)C)C)NC(=O)C2=CC(=C(C=C2)[N+](=O)[O-])C
100005214,CCN(CC)CC1=CC(=C(O1)C)C(=O)N2CCC[C@@H](C2)C3=NC=NC=C3
100005215,CC[C@@H](C1=CC(=C(C=C1)C)C)NC(=O)C2=CC(=C(C=C2)[N+](=O)[O-])C
100005238,CC(C)(C)OC(=O)N[C@@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC3=C(C=C2)OCO3)CN
100005245,CN1C(=CC=N1)[C@@H](CC(=O)OC)C2=C(C3=CC=CC=C3OC2=O)O
100005248,CN1C(=CC=N1)[C@H](CC(=O)OC)C2=C(C3=CC=CC=C3OC2=O)O
100005253,CCOC[C@@]1([C@@H]([C@@H]1S(=O)(=O)C)C2=CC3=C(C=C2)OCO3)CN
100005257,CCOC[C@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC3=C(C=C2)OCO3)CN
100005267,CC1=C(C=CC(=C1)C(=O)NCCCN2CCCC3=CC=CC=C32)[N+](=O)[O-]
100005291,CCOC1=C(C=C(C=C1)CNC(=O)[C@@H](C)SC2=CC=C(C=C2)C)OCC
100005297,CC1=CC=C(C=C1)S[C@H](C)C(=O)NCC2=CC(=C(C=C2)OC(C)C)OC
100005300,CS(=O)(=O)[C@@H]1[C@@H]([C@]1(CO)N)C2=CC3=C(C=C2)OCO3
100005311,CS(=O)(=O)[C@@H]1[C@@H]([C@@H]1C2=CC3=C(C=C2)OCO3)CO
100005314,CC1=CC=C(C=C1)S[C@@H](C)C(=O)NCCCC2=CC=CC=C2Cl
100005318,COC1=NC=C(C=C1)[C@H](C2CC(C2)O)NC(=O)C3=NC4=C(C=CC=C4F)C=C3
100005320,CC1=CC=C(C=C1)S[C@H](C)C(=O)NCCCC2=CC=C(C=C2)Cl
100005329,COC[C@]1([C@@H]([C@@H]1S(=O)(=O)C)C2=CC3=C(C=C2)OCO3)C(=O)O
